ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO
218,LIK,XVI,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.15,0.96,Main,,,,,,,,,,,23.19,18.96,8.35,8.39,2.35,0.45,,N
2193,LIK,XI,N4c-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.09,1,2.13,3.36,2.47,,,,,,,,,,,,,,Flake,3.76,11.74,60.68,68.2,47.83,25.08,34.65,23.79,2.17,2.94,1.88,,,,,,Main,,,,,,,,,,,24.02,21.06,15.46,12.69,2.77,1.34,,Y
2194,LIK,XI,O4d-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.43,1,2.09,2.32,1.39,,,,,,,,,,,,,,Flake,3.29,12.09,61.17,57.62,51.32,28.54,22.1,39.43,2.55,2.55,0.81,,,,,,Main,,,,,,,,,,,19.94,19.94,18.74,18.74,3.53,1.67,,N
2195,LIK,XI,O4d-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.14,1,1.27,1.67,1.55,,,,,,,,,,,,,,Blade,2.05,6.61,58.36,53.19,48.33,36.42,32.28,20.18,1.49,1.49,1.26,,,,,,Main,,,,,,,,,,,16.51,16.51,7.94,7.94,1.87,0.37,,Y
2196,LIK,XI,O4a-38,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,3,567,4.63,1,3.27,3.66,2.13,,,,,,,,,,,,,,Flake,4.03,21.99,64.09,71.58,27.47,20.59,21.64,23.21,3.5,4.82,1.57,,,,,,Main,,,,,,,,,,,14.82,14.82,17.72,14.02,3.71,1.32,,Y
2197,LIK,X,O4d-035,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,3.35,1,2.86,3.08,1.66,,,,,,,,,,,,,,Flake,3.24,17.38,50.72,57.67,49.07,27.67,23.59,25.66,2.84,3.66,2.23,,,,,,Main,,,,,,,,,,,12.98,12.98,16.34,12.27,3.07,0.7,,Y
2198,LIK,IX,O5b-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,3.09,1,2.03,3.48,2.05,,,,,,,,,,,,,,Flake,4.07,11.76,69.38,71.15,62.43,35.14,35.46,31.12,2.23,3.56,2.13,,,,,,Main,,,,,,,,,,,18.21,18.21,11.76,11.46,2.68,0.77,,Y
2199,LIK,IX,O5b-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,1.82,1,1.96,2.37,1.87,,,,,,,,,,,,,,Flake,2.51,10.9,45.35,56.08,60.26,23.81,17.54,22.44,1.55,2.64,1.99,,,,,,Main,,,,,,,,,,,17.36,17.36,13.86,13.86,2.35,0.9,,Y
2200,LIK,IX,O5b-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,3.23,1,2.84,4.15,3.02,,,,,,,,,,,,,,Flake,4.73,14.02,69.99,68.88,81.56,29.46,28.95,27.95,2.59,4.69,2.36,,,,,,Main,,,,,,,,,,,16.42,16.42,14.25,12.96,3.59,1.01,,Y
2201,LIK,IX,N5a-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,1.8,1,1.72,1.52,1.9,,,,,,,,,,,,,,Blade,2.42,14.19,44.93,49.83,54.83,19.06,17.29,17.89,2.12,1.59,2.9,,,,,,Main,,,,,,,,,,,19.51,19.51,12.21,11.69,2.58,1.07,,Y
2202,LIK,IX,N5a-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.49,1,1.68,2.33,2.47,,,,,,,,,,,,,,Flake,2.78,16.88,57.99,68.28,38.17,26.77,26.55,24,1.33,3.07,3.73,,,,,,Main,,,,,,,,,,,15.2,15.2,16.83,16.63,2.51,0.79,,Y
22,LIK,XVII,O5a,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,CIRCULAR,Indeterminate,No,2.4,0.3,Main,,,,,,,,,,,3.36,3.31,3.69,3.7,0.16,0.01,,N
219,LIK,XVI,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,5.53,1.63,Main,,,,,,,,,,,15.54,15.24,8.81,8.08,2.56,0.46,,N
2203,LIK,IX,N5a-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,6,345678,3.44,1,2.47,3.61,1.81,,,,,,,,,,,,,,Blade,3.91,41.27,57.73,52.66,71.61,24.37,22.45,35.81,2.08,3.61,1.28,,,,,,Main,,,,,,,,,,,16.92,16.91,15.73,14.26,3.43,1.12,,Y
2204,LIK,IX,N5a-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,InvasiveEdgeShaping,Dorsal,2,56,4.68,1,3.58,5.17,3.31,,,,,,,,,,,,,,Flake,5.64,16.03,59.87,73.01,72.29,33.9,35.57,34.62,5,4.49,4.49,,,,,,Main,,,,,,,,,,,16.11,16.11,15,15,5.74,1.51,,Y
2205,LIK,IX,N5b-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,3.38,1,1.77,2.27,1.56,,,,,,,,,,,,,,Flake,2.52,16.02,55.38,75.35,64.86,25.88,20.54,20.84,1.22,0.92,4.63,,,,,,Main,,,,,,,,,,,16.04,16.04,12.01,12.01,2.12,0.54,,Y
2206,LIK,IX,O4c-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,4.54,1,3.28,4.9,3.14,,,,,,,,,,,,,,Blade,5.57,14.24,86.05,55.9,84.13,42.1,29.33,27.98,2.23,5.56,3.21,,,,,,Main,,,,,,,,,,,21.43,21.43,12.39,12.38,3.9,1.51,,Y
2207,LIK,IX,O4c-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,4.68,1,4.42,4.15,3.49,,,,,,,,,,,,,,Flake,6.88,19.48,50.3,62.74,51.17,30.84,24.22,31.08,6.26,2.35,5.17,,,,,,Main,,,,,,,,,,,21.12,21.12,17.75,17.75,6.92,2.27,,Y
2208,LIK,IX,P5d-032,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.93,1,2.89,2.5,2.36,,,,,,,,,,,,,,Flake,3.55,13.96,45.31,72.89,61.26,28.61,20.07,25.47,1.56,2.93,1.97,,,,,,Main,,,,,,,,,,,18.52,18.52,16.52,15.74,2.51,0.99,,Y
2209,LIK,VI,K6a-083,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.57,1,4.32,3.66,1.72,,,,,,,,,,,,,,Flake,3.76,18.23,67.01,59.84,83.91,20.22,38.23,28.23,3.15,2.54,1.9,,,,,,Main,,,,,,,,,,,28.16,28.16,18.99,18.99,3.02,2.21,,Y
2210,LIK,VI,K6d-084,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.68,1,5.65,3.53,4.4,,,,,,,,,,,,,,Flake,7.36,26.66,76.7,83.91,81.36,29.2,24.59,27.9,3.84,2.71,2.71,,,,,,Main,,,,,,,,,,,20.34,20.34,18.12,18.12,5.94,3.01,,Y
2211,LIK,VI,K4a-084,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.93,1,6.12,2.2,6.53,,,,,,,,,,,,,,Flake,6.76,35.72,80.49,67.99,73.04,20.69,21.59,28.37,2.44,3.56,5.54,,,,,,Main,,,,,,,,,,,21.77,22.21,22.05,22.05,6.73,3.96,,Y
2212,LIK,VI,I6d-085,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.24,1,3.21,3.6,2.37,,,,,,,,,,,,,,Blade,3.82,11.28,80.24,72.51,59.04,28.22,21.6,27.5,2.67,2.67,1.18,,,,,,Main,,,,,,,,,,,18.02,18.02,12.95,12.95,3.31,0.81,,Y
220,LIK,XVI,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,5.41,1.96,Main,,,,,,,,,,,9.79,9.79,7.77,7.14,1.33,0.12,,N
2213,LIK,VI,I6b-085,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.97,1,1.85,4.12,2.53,,,,,,,,,,,,,,Flake,5.03,17.06,61.59,78.59,72.35,32.22,25.11,29.41,1.24,2.9,2.16,,,,,,Main,,,,,,,,,,,15.66,15.66,14.67,14.67,4.98,1.31,,Y
2214,LIK,VI,J6d-092,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,5.7,1,5.6,6.74,5.1,,,,,,,,,,,,,,Flake,7.02,14.83,87.27,80.64,78.87,26.3,20.5,31.08,4.71,3.93,4.93,,,,,,Main,,,,,,,,,,,18.46,18.46,21.19,19.81,7.52,3.78,,Y
2215,LIK,VI,J6d-092,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.1,1,2.06,2.78,1.99,,,,,,,,,,,,,,Flake,2.9,12.9,68.62,57.04,59.31,29.81,30.71,37.12,1.8,2.44,2.3,,,,,,Main,,,,,,,,,,,15.35,15.35,14.15,14.15,2.48,0.66,,Y
2216,LIK,VI,K4c-092,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,3,456,2.18,1,1.94,1.9,1.03,,,,,,,,,,,,,,Flake,2.81,15.06,49.07,62.55,47.61,25.31,34.34,29.02,1.96,2.59,1.35,,,,,,Main,,,,,,,,,,,16.89,16.5,17.69,16.2,2.44,0.93,,Y
2217,LIK,V,M4e-020,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,4.35,1,2.88,5.37,3.41,,,,,,,,,,,,,,Flake,5.49,22.03,53.59,86.38,65.89,34.6,43.28,42.12,2.75,4.64,3.58,,,,,,Main,,,,,,,,,,,15.99,15.99,19.43,16.35,4.41,1.55,,Y
2218,LIK,V,M4d-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,2.37,1,2.68,3,2.87,,,,,,,,,,,,,,Flake,3.41,16.41,58.87,58.49,79.32,23.48,26.1,37.66,2.43,2.77,1.81,,,,,,Main,,,,,,,,,,,10.32,10.32,16.35,13.1,2.94,0.7,,Y
2219,LIK,V,M4c-025,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.61,1,1.01,2.4,2.69,,,,,,,,,,,,,,Flake,4.03,22.52,75.84,73.17,72.47,37.37,40.6,30.24,0.94,3.12,2.37,,,,,,Main,,,,,,,,,,,16.45,16.45,14.44,14.44,3.57,0.93,,Y
2220,LIK,V,M4b-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,4.97,1,2.27,4.49,4.56,,,,,,,,,,,,,,Blade,5.81,12.04,76.91,72.25,73.41,21.08,29.16,29.22,3.19,1.65,4.29,,,,,,Main,,,,,,,,,,,24.58,24.58,12.01,12.01,5.18,1.76,,N
2221,LIK,V,M5e-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,8,12345678,2.98,1,2.16,5.72,3.41,,,,,,,,,,,,,,Flake,5.96,46.55,70.99,84.75,78.37,18.5,33.74,37.35,2,4.19,2.55,,,,,,Main,,,,,,,,,,,19.08,19.08,15.27,15.27,2.38,1.39,,Y
2222,LIK,V,M5b-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,3.91,1,3.02,5.25,3.57,,,,,,,,,,,,,,Flake,5.91,19.02,53.35,69.12,74.83,31.54,22.3,26.93,2.98,2.72,4.02,,,,,,Main,,,,,,,,,,,13.82,13.82,18.76,16.02,5.17,1.65,,Y
221,LIK,XVI,P5,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.8,,8.71,,1.74,0.28,,N
2223,LIK,V,M5c-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,3.37,1,2.24,2.58,1.88,,,,,,,,,,,,,,Flake,3.4,12.56,51.63,56.18,74.74,17.02,25.31,30.37,1.06,2.49,2.64,,,,,,Main,,,,,,,,,,,14.41,14.41,12.56,9.27,3.34,0.58,,Y
2224,LIK,V,M5c-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,5,45678,2.52,1,3.59,3.84,3.49,,,,,,,,,,,,,,Flake,5.74,34.67,67.59,79.67,67.12,32.1,25.16,39.46,3.83,2.87,2.94,,,,,,Main,,,,,,,,,,,18.44,18.44,18.65,18.65,5.67,2.31,,Y
2225,LIK,V,M5c-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.83,1,1.91,2.33,2.34,,,,,,,,,,,,,,Blade,2.28,11.89,71.2,60.2,62.94,23.71,38.14,31.81,2.62,2.73,3.2,,,,,,Main,,,,,,,,,,,17.29,17.28,11.42,8.47,1.95,0.5,,Y
2226,LIK,V,N4c-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.84,1,5.66,2.04,2.84,,,,,,,,,,,,,,Flake,8.68,31.48,75.19,73.34,68.65,19.35,20.39,38.58,4.32,1.82,2.58,,,,,,Main,,,,,,,,,,,23.39,23.39,18.96,18.96,4.2,3.21,,Y
2227,LIK,V,N5b-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.76,1,2.27,2.25,3.29,,,,,,,,,,,,,,Flake,6.22,17.43,69.12,70.82,52.74,16.79,24.12,39.27,2.07,2.49,3.42,,,,,,Main,,,,,,,,,,,21.75,21.75,18.26,14.08,4.13,1.54,,Y
2228,LIK,V,N5c-021,,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.84,1,2.26,2.9,2.34,,,,,,,,,,,,,,Flake,3.3,14.99,70.59,77.6,72.39,36.46,25.25,29.05,1.84,2.36,2.59,,,,,,Main,,,,,,,,,,,16.98,16.98,14.2,12.32,2.74,0.82,,Y
2229,LIK,XVI,P4-058,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,3.05,3.77,2.97,1.59,1.63,1.67,0,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,12.72,12.72,3.61,3.61,1.42,0.06,,Y
2230,LIK,XV,O5a-057,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,15678,,,,,,,,,6.38,5.46,4.21,3.28,2.72,2.55,0,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,13.69,13.69,6.4,6.4,2.82,0.27,,Y
2231,LIK,XV,O5b-057,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,15678,,,,,,,,,5.67,5.35,4.93,3.28,2.55,2.12,0,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,12.43,12.43,5.61,5.7,1.68,0.22,,Y
2232,LIK,XV,O5a-057,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Dorsal,,345,,,,,,,,,10.85,6.97,5.76,5.07,4.6,3.36,1,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,30.33,30.33,12.97,12.97,4.98,1.74,,Y
222,LIK,XVI,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.09,2.84,Main,,,,,,,,,,,13.08,13.04,8.59,8.2,1.59,0.2,,N
2233,LIK,XIV,P4-056,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,2345,,,,,,,,,4.15,4.23,4.12,2.92,2.06,1.89,1,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,15.43,15.5,3.35,3.35,2.09,0.19,,Y
2234,LIK,XIV,O5c-056,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,6.48,5.67,6.24,2.26,2.69,2.49,2,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,13.72,13.72,6.78,6.78,2.47,0.32,,Y
2235,LIK,XIV,O5c-056,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,6.7,7.31,6.81,2.07,1.97,1.51,1,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,17.23,17.23,7.55,7.55,1.51,0.24,,Y
2236,LIK,XIII,P5c-049,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,5.29,6.88,5.56,2.94,3.54,2.98,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,33.86,33.87,6.69,6.68,3.44,0.96,,Y
2237,LIK,XIII,P5c-054,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,1.84,3.08,3.1,1.09,1.47,1.52,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,14.34,14.34,3.43,3.43,1.57,0.05,,Y
2238,LIK,XIII,P5c-053,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Dorsal,,1678,,,,,,,,,6.76,6,5.41,2.03,2.62,2.14,2,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,15.54,15.54,7.55,6.53,2.52,0.3,,Y
2239,LIK,XIII,O5c-054,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,3.78,5.52,5.87,1.51,1.6,1.75,0,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,14.38,14.37,5.97,5.99,1.41,0.17,,Y
2240,LIK,XIII,O5c-053,,,Opaline/CCS,0%,,RetouchedTool,Complete,,RetouchedPoint,Backing,Dorsal,8,12345678,2.35,1,2.79,3.1,4.28,,,,,,,,,,,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,32.78,32.78,5.23,5.23,3.36,0.85,,Y
2241,LIK,XIII,P5d-053,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,4.58,5.42,5.47,3.15,2.94,2.51,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,20.32,20.32,5.1,5.1,2.8,0.42,,Y
2242,LIK,XIII,O5b-053,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,4.03,4.52,4.94,1.59,1.88,1.88,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,12.66,12.66,4.62,4.62,1.12,0.06,,Y
223,LIK,XVI,P5,,,Siltstone,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.47,1.48,Main,,,,,,,,,,,21.36,21.11,6.96,6.96,1.95,0.5,,N
2243,LIK,XIII,O5a-054,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,3.49,3.81,3.6,1.13,1.4,1.67,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,13.31,13.31,4.31,4.32,1.76,0.09,,Y
2244,LIK,XIII,O5d-049,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Dorsal,,1678,,,,,,,,,7.5,10.51,9.37,2.42,2.61,2.1,1,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,20.64,20.64,11.01,11,2.35,0.6,,Y
2245,LIK,XIII,O5d-053,,,Siltstone,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Dorsal,,23467,,,,,,,,,11.95,14.36,16.06,5.27,5.48,6.21,2,,,,Flake,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,37.04,37.04,15.02,15.02,5.48,4.69,Point?,Y
2246,LIK,XIII,O4d-046,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,2.77,3.59,2.84,1.43,2.13,1.83,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,21.17,21.17,3.94,3.94,0.92,0.18,,Y
2247,LIK,XIII,O5b-046,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,5.27,3.91,5.88,1.48,1.73,2.35,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,23.8,23.8,4.27,4.22,1.78,0.32,,Y
2248,LIK,XII,P5c-042,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,3.12,4.21,6.15,1.97,3.13,3.63,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,24.82,24.82,7.58,7.28,1.15,0.57,,Y
2249,LIK,XII,N4-083,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,234678,,,,,,,,,3.44,3.67,3.55,1.63,2.04,2.05,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,13.7,13.7,3.9,3.9,2.1,0.13,,Y
2250,LIK,XI,O5b-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,2.33,3.2,2.47,1.76,1.85,1.76,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,25.09,25.09,3.23,3.23,1.96,0.16,,Y
2251,LIK,XI,O5b-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,234678,,,,,,,,,3.18,2.38,2.44,1.5,1.36,1.07,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,17.61,17.63,3.06,3.11,1.3,0.06,,Y
2252,LIK,XI,O5a-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,3.74,3.87,3.43,1.7,2.24,2.38,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,27.52,27.52,4.13,4.1,1.24,0.25,,Y
224,LIK,XVI,P5,,,Siltstone,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,5.38,1.57,,,,,,,,,,,,13.67,,10.69,,2.15,0.43,,N
2253,LIK,XI,N5c-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,5.49,5.08,4.43,2.47,1.93,2.03,2,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,25.39,25.39,5.71,5.67,1.12,0.39,,Y
2254,LIK,XI,N5c-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,5.47,5.25,4.81,2.06,1.97,1.86,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,20.85,20.86,5.54,5.54,0.88,0.27,,Y
2255,LIK,XI,O4c-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,2.86,3.64,2.58,1.96,2.04,1.85,0,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,27.54,27.52,3.5,3.5,0.84,0.26,,Y
2256,LIK,XI,O4a-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,234678,,,,,,,,,5.03,6.26,6.87,3.64,4.23,3.96,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,25.18,25.18,7.09,7.09,4.2,1,Point?,Y
2257,LIK,XI,O4a-039,,,Opaline/CCS,0%,,RetouchedTool,Complete,,BackedPiece,Backing,Indeteriminate,,1678,,,,,,,,,4.04,3.82,3.92,1.66,1.87,1.73,1,,,,Blade,,,,,,,,,,,,,,,,,Main,,,,,,,,,,,13.5,13.99,4.14,4.15,1.71,0.13,,Y
