ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO
1390,LIK,IX,P4,,,Tuff,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.33,1.46,,,,,,,,,,,,9.09,,12.77,,1.63,0.19,,N
1391,LIK,IX,P4,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.5,3.45,Main,,,,,,,,,,,24.02,24.02,23.24,22.66,3.66,3.29,,N
1392,LIK,IX,P4,,,Siltstone,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,22.64,7.11,Main,,,,,,,,,,,17.67,18.29,26.93,22.79,7.54,3.21,,Y
138,LIK,XVI,O4a,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,12.05,,7.91,,3.71,0.3,,N
1393,LIK,IX,P4,,,Siltstone,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,12.05,3.48,Main,,,,,,,,,,,17.78,17.78,12.64,10.82,2.82,0.71,Does 'SS' mean sandstone? 'SIltone' spelled out,N
1394,LIK,IX,P4,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,7.36,2.76,Main,,,,,,,,,,,21.89,20.75,10.12,10.19,2.99,0.63,,N
1395,LIK,IX,P4,,,Opaline/CCS,1-10%,Outcrop,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,7,3,6,7,9,35.49,47.07,47.06,50.56,50.57,38.07,114.59,,Y
1396,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.01,,11.68,,1.33,0.3,,N
1397,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,7.31,1.61,Main,,,,,,,,,,,8.78,8.78,15.22,11.66,1.16,0.11,,N
1398,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.61,1.43,,,,,,,,,,,,12.74,,11.76,,3.94,0.49,,N
1399,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,2.79,1.07,,,,,,,,,,,,14.48,,10.09,,2.61,0.39,,N
1400,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,15.63,,13.57,,2.13,0.53,,N
1401,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.05,2.94,Main,,,,,,,,,,,14.23,11.17,11.05,10.64,3.28,0.58,,N
1402,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,12.46,,17.24,,1.14,0.24,,N
14,LIK,XVII,O4a/c,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,Indeterminate,No,2.13,0.47,Main,,,,,,,,,,,5.21,3.51,6.8,6.08,1.29,0.09,,N
139,LIK,XVI,O4a,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,11.45,,11.15,,3.43,0.37,,N
1403,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.93,,8.3,,1.92,0.26,,N
1404,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.52,0.93,Main,,,,,,,,,,,17.63,17.63,8.9,8.9,3.5,0.59,,N
1405,LIK,IX,P5,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.29,1.54,,,,,,,,,,,,17.63,,11.03,,2.91,0.59,,N
1406,LIK,IX,P5,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,16.01,3.84,Main,,,,,,,,,,,38.12,38.33,16.8,16.8,7.95,5.98,,N
1407,LIK,IX,P5,,,Siltstone,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.11,1.24,Main,,,,,,,,,,,22.02,22.02,9.33,9.16,3.67,0.68,,N
1408,LIK,IX,P5,,,Opaline/CCS,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,3,234,2.5,1,2.42,2.32,2.47,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,16,16,31.86,31.86,7.13,5.41,,Y
1409,LIK,IX,P5,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclined,Radial,Cubic,0%,6,4,8,11,7,16.68,56.63,55.8,41.01,41.01,18.13,65.15,,N
1410,LIK,IX,P4/P5,,,Tuff,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,8.82,2.9,Main,,,,,,,,,,,15.8,12.88,9.62,7.75,2.16,0.37,,N
1411,LIK,IX,P4/P5,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,7.19,,12.69,,1.63,0.23,,N
1412,LIK,IX,P4/P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,9.2,1.8,Main,,,,,,,,,,,8.05,8.06,14.13,11.51,1.3,0.19,,N
140,LIK,XVI,O4a,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Splintered,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,15.62,6.87,,,,,,,,,,,,37.3,,15.01,,5.26,4.03,,N
1413,LIK,IX,P4/P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.34,1.34,Main,,,,,,,,,,,19.72,16.75,9.97,9.1,2.51,0.42,,N
1414,LIK,IX,P4/P5,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.87,6.18,Main,,,,,,,,,,,18.29,18.32,17.93,17.93,4.73,2.33,,N
1415,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,No,4.92,0.89,Main,,,,,,,,,,,10.9,10.9,12.91,12.91,1.47,0.19,,N
1416,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,13.42,5.55,Main,,,,,,,,,,,6.18,6.18,14.38,14.38,8.63,0.53,,N
1417,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,7.53,,12.84,,0.65,0.11,,N
1418,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,7.22,3.78,Main,,,,,,,,,,,13.12,13.12,10.48,10.54,4.58,0.55,,N
1419,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,8.63,,13.06,,1.83,0.18,,N
1420,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.84,3.01,Main,,,,,,,,,,,16.88,15.83,8.25,8.35,2.52,0.48,,N
1421,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,9.18,,11.36,,2.53,0.25,,N
1422,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.48,,10.7,,1.58,0.25,,N
141,LIK,XVI,O4a,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,16.91,,25.33,,5.41,1.79,,N
1423,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.18,1.58,Main,,,,,,,,,,,10.91,10.91,16.46,15.32,2.21,0.37,,N
1424,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.13,1.18,Main,,,,,,,,,,,17.36,17.4,10.47,10.47,1.28,0.3,,N
1425,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.78,1.95,,,,,,,,,,,,12.83,,9.54,,3.19,0.43,,N
1426,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,14.3,,7.08,,3.7,0.43,,N
1427,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,3.62,1.85,Main,,,,,,,,,,,14.94,14.94,16.41,16.42,2.79,0.92,,N
1428,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.52,3.96,CoreMaintenance,,,,,,,,,,,12.61,12.64,9.53,7.94,2.97,0.47,,N
1429,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.99,3.28,Main,,,,,,,,,,,7.58,7.58,10.16,10.16,3.33,0.33,,N
1430,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.66,2.69,Main,,,,,,,,,,,11.44,11.44,8.93,6.44,1.87,0.38,,N
1431,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,13.36,,11.88,,1.65,0.36,,N
1432,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,12.4,3.72,,,,,,,,,,,,9.89,,12.61,,3.01,0.47,,N
142,LIK,XVI,O4a,,,Tuff,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,ResidualFacetWithBulb,No,10.17,2.13,,,,,,,,,,,,13.27,,18.05,,2.84,0.81,,N
1433,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,14.02,,8.08,,6.79,0.74,,N
1434,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,16.88,4.86,,,,,,,,,,,,5.66,,17.25,,4.28,0.43,,N
1435,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,6.06,2.5,,,,,,,,,,,,10.12,,14.78,,2.34,0.3,,N
1436,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,2.9,1.8,,,,,,,,,,,,10.17,,12.81,,4.66,0.59,,N
1437,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,6.88,,15.55,,2.04,0.23,,N
1438,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,FacetWithBulb,No,14.13,4.42,,,,,,,,,,,,11.67,,20.95,,6.21,1.46,,N
1439,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.18,1.9,Main,,,,,,,,,,,20.38,20.38,12.19,9.98,1.53,0.65,,N
1440,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.51,1.44,Main,,,,,,,,,,,18.16,18.16,11.36,9.42,1.06,0.4,,N
1441,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,14.21,,10.56,,2.59,0.43,,N
1442,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.46,1.97,Main,,,,,,,,,,,15.16,15.07,8.68,8.68,3.04,0.58,,N
143,LIK,XVI,O4a,,,Tuff,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.32,1.06,Main,,,,,,,,,,,12.77,10.89,13.93,10.07,1.4,0.27,,N
1443,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.28,2.6,,,,,,,,,,,,11.89,,12.91,,3.28,0.75,,N
1444,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.05,6.14,,,,,,,,,,,,19.87,,15.96,,6.38,2.47,,N
1445,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,15.26,2.59,Main,,,,,,,,,,,12.85,13.04,21.13,21.14,1.78,0.59,,N
1446,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,5.77,1.39,Main,,,,,,,,,,,15.88,15.88,19.88,14,2.25,0.81,,N
1447,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.25,2.91,Main,,,,,,,,,,,22.7,22.7,9.91,9.91,2.76,0.74,,N
1448,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,15.39,,20.16,,4.19,1.95,,N
1449,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Overshot,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,27.91,,14.68,,7.02,2.7,,N
1450,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,36.93,,6.49,,5.97,3.49,,N
1451,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,14.78,6.52,,,,,,,,,,,,25.66,,19.15,,7.2,7.15,,N
1452,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,7.77,2.17,Main,,,,,,,,,,,28.93,28.93,15.86,13.19,2.99,1.46,,N
144,LIK,XVI,O4a,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,15.62,5.49,Main,,,,,,,,,,,21.85,21.85,17.58,17.58,4.27,2.8,,N
1453,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.38,,29.86,,6.5,3.92,,N
1454,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.65,2.08,Main,,,,,,,,,,,11.85,11.85,8.36,8.36,3.95,0.51,,N
1455,LIK,IX,N4b,,,Opaline/CCS,0%,,RetouchedTool,Fragment,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,3,128,6.95,1,2.75,3.74,2.1,,,,,,,,,,,,,,Flake,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,18.59,,18.17,,2.25,1.34,,N
1456,LIK,IX,N4b,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,3,2,2,8,3,6.66,24.28,24.28,9.28,9.28,8.64,2.49,,N
1457,LIK,IX,N4b,,,Opaline/CCS,0%,,Core,,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Bladelet,Cubic,0%,2,1,1,0,6,9.36,9.81,,6.63,,3.15,0.29,,N
1458,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,4.55,1.98,Main,,,,,,,,,,,14.98,14.97,16.67,15.41,1.74,0.58,,N
1459,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.8,2.33,Main,,,,,,,,,,,37.76,37.76,13.94,11.48,6.6,3.2,,N
1460,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,30.05,,22.03,,5.11,4.15,,N
1461,LIK,IX,N4b,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.95,3.31,Main,,,,,,,,,,,12.01,12.01,9.54,9.53,2.54,0.24,,N
1462,LIK,IX,N4b,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,14.83,5.95,,,,,,,,,,,,7.17,,18.42,,5.14,0.64,,N
145,LIK,XVI,O4a,,,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RHOMBUS,,,,,,,,,,,,,,,,21.63,,19.37,,1.84,1.02,,N
1463,LIK,IX,N4b,,,Hornfels,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,11.07,,15.69,,3.9,0.68,,N
1464,LIK,IX,N4b,,,Hornfels,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,13.01,5.78,Main,,,,,,,,,,,19.5,19.54,14.06,14.06,3.87,0.93,,N
1465,LIK,IX,N4b,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,7.52,,12.14,,1.07,0.17,,N
1466,LIK,IX,N4b,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,13.43,6.76,,,,,,,,,,,,13.66,,19.31,,9.04,2.63,,N
1467,LIK,IX,N4b,,,Hornfels,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,9.37,2.75,Initial,,,,,,,,,,,34.51,34.51,42.67,42.68,4.77,8.71,,N
1468,LIK,IX,N4b,,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.11,1.54,Main,,,,,,,,,,,13.78,13.78,7.52,7.52,2.12,0.19,,N
1469,LIK,IX,N4b,,,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,7.26,,10.78,,1.42,0.18,,N
1470,LIK,IX,N4b,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,5,3,2,3,8,27.64,41.5,41.5,38.21,38.21,22.48,34.18,,N
1471,LIK,IX,N4b,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Spherical,0%,3,3,2,3,4,11.43,12.79,12.79,12.46,12.46,6.12,1.14,,N
1472,LIK,IX,N4b,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.62,2.63,,,,,,,,,,,,30.82,,18.12,,6.02,4,,N
