ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
3268,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,22.2,12.04,Main,,,,,,,,,,,39.8,39.8,36.11,29.22,8.95,15.79,,N,
3269,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.64,4.15,Main,,,,,,,,,,,12.81,12.81,19.28,15.75,5.2,1.15,,N,
3270,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,34.87,14.44,Main,,,,,,,,,,,49.61,49.61,31.96,31.96,13.22,27.89,Ut,N,
3271,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,17.16,10.61,Main,,,,,,,,,,,45.37,45.37,27.57,26.75,15.51,21.69,,N,
3272,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,13.31,5.87,Main,,,,,,,,,,,40.39,40.39,63.84,47.56,7.02,25.45,Ut,N,
3273,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,7.48,4.93,Main,,,,,,,,,,,42.78,42.78,48.7,39.24,18.75,38.67,Ut,N,
3274,LIK,III,N5a-007,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.98,1.65,Main,,,,,,,,,,,22.13,22.13,12.5,12.5,3.03,1.05,Ut,N,
3275,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.63,3.34,,,,,,,,,,,,23.28,,11.6,,3.54,1.09,Ut,N,
3276,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,3.8,1.78,,,,,,,,,,,,23.8,,15.91,,5.19,2.27,,N,
328,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,8.19,2.55,Main,,,,,,,,,,,11.14,11.14,12.31,12.31,1.84,0.35,,N,
3277,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.21,2.02,Main,,,,,,,,,,,7.88,7.88,10.33,10.33,1.6,0.17,,N,
3278,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,6.06,1.55,Main,,,,,,,,,,,12.74,7.08,8.67,8.67,2.13,0.27,,N,
3279,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.23,1.76,Main,,,,,,,,,,,16.88,16.88,8.69,6.28,1.8,0.26,,N,
3280,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.09,0.93,Main,,,,,,,,,,,12.81,12.81,5.81,5.81,1.58,0.11,,N,
3281,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.74,1.74,Main,,,,,,,,,,,12.72,12.72,7.87,7.87,1.81,0.2,,N,
3282,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.44,0.76,Main,,,,,,,,,,,11.96,11.96,6.07,6.07,2.01,0.17,,N,
3283,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.73,2.67,Main,,,,,,,,,,,11.05,11.05,5.12,5.12,1.52,0.1,,N,
3284,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.55,2.93,Main,,,,,,,,,,,11.46,11.46,7.74,7.74,3.26,0.42,,N,
3285,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.54,1.08,Main,,,,,,,,,,,9.4,9.4,12.46,12.46,0.73,0.16,,N,
3286,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,17.95,,15.38,,2.3,0.78,,N,
329,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.5,2.25,Main,,,,,,,,,,,22.52,22.52,8.02,8.02,2.42,0.5,,N,
3287,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.48,6.49,Main,,,,,,,,,,,17.25,17.25,14.19,14.19,6.63,1.65,Ut,N,
3288,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.56,2.2,Main,,,,,,,,,,,16.57,16.57,16.63,16.63,2.43,0.97,Ut,N,
3289,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.27,2.83,Main,,,,,,,,,,,12.58,12.58,12.59,8.87,2.22,0.37,,N,
3290,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,13.94,5.62,Main,,,,,,,,,,,33.29,33.29,18.37,14.65,6.79,3.45,,N,
3291,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.92,1.55,Main,,,,,,,,,,,20.79,20.79,21.23,13.92,2.02,1.14,,N,
3292,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,15.01,,23.52,,1.96,1.44,,N,
3293,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,19.65,9.75,Main,,,,,,,,,,,22.9,22.9,28.14,28.14,9.82,11.72,Ut,N,
3294,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,21.98,,14.39,,4.28,5.1.2,,N,
3295,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,16.25,,10.64,,1.65,0.33,,N,
3296,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.68,3.62,Main,,,,,,,,,,,20.41,15.98,20.58,14.73,3.15,1.22,,N,
330,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.62,3.74,,,,,,,,,,,,15.23,,10.56,,3.69,0.9,,N,
3297,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.79,1.98,Main,,,,,,,,,,,17.45,17.45,8.1,8.1,3.14,0.55,,N,
3298,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6,3.29,Main,,,,,,,,,,,10.38,10.38,7.59,7.59,2.04,0.19,,N,
3299,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Crushed,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.33,3.24,Main,,,,,,,,,,,12.75,12.75,11.34,11.34,3.6,0.78,,N,
3300,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.57,2.06,Main,,,,,,,,,,,10.28,10.28,11.9,10.86,1.68,0.26,,N,
3301,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,7.56,,17.66,,1.95,0.28,Ut,N,
3302,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.93,,11.56,,2.36,0.53,,N,
3303,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.52,1.21,Main,,,,,,,,,,,7.01,7.01,12.6,12.6,1.47,0.14,,N,
3304,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,6.67,1.15,Main,,,,,,,,,,,8.56,8.56,10.48,10.48,1.23,0.17,,N,
3305,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.85,2.49,Main,,,,,,,,,,,9.67,9.67,15.85,15.85,1.94,0.37,,N,
3306,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.45,1.2,,,,,,,,,,,,10.09,,10.42,,1.35,0.18,,N,
33,LIK,XV,O5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,5.64,1.15,Main,,,,,,,,,,,11.22,6.42,14.24,14.24,0.63,0.13,,N,
331,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,4.56,,13.28,,1.82,0.18,,N,
3307,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,3.59,1.49,Main,,,,,,,,,,,10.71,10.71,11.71,9.74,1.26,0.17,,N,
3308,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,1.81,1.03,Main,,,,,,,,,,,10.22,10.22,3.9,3.9,1.7,0.04,,N,
3309,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,2.15,1.21,Main,,,,,,,,,,,9.48,9.48,3.67,3.34,1.79,0.05,,N,
3310,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,19.41,,6.6,,4.14,0.71,Ut,N,
3311,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.16,0.85,Main,,,,,,,,,,,18.86,18.86,3.42,3.42,2.14,0.16,,N,
3312,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.46,3.04,Main,,,,,,,,,,,25.91,25.91,15.62,15.62,5.1,1.51,,N,
3313,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,8.82,3.01,Main,,,,,,,,,,,18.77,18.77,12.79,12.79,3.69,0.87,,N,
3314,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,20.94,,22.3,,4.26,2.37,,N,
3315,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.56,2.78,Main,,,,,,,,,,,17.75,17.75,21.53,21.53,3.91,1.93,,N,
3316,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,25.7,8,Main,,,,,,,,,,,21.46,21.46,37.91,31.11,7.15,5.91,Ut,N,
332,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,2.18,1.57,,,,,,,,,,,,13.72,,13.83,,3.86,0.55,,N,
3317,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.23,8.33,Main,,,,,,,,,,,57.8,49.78,20.53,20.53,12.23,21.39,Ut,N,
3318,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.77,3.31,Main,,,,,,,,,,,19.64,19.64,6.17,6.17,2.02,0.43,,N,
3319,LIK,III,M5a-010,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.59,1.43,Main,,,,,,,,,,,10.95,10.95,5.3,5.3,1.53,0.07,,N,
3320,LIK,III,M5a-010,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,12.69,4.36,Main,,,,,,,,,,,19.64,19.64,15.47,15.47,4.87,1.28,,N,
3321,LIK,III,M5a-010,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.59,5.08,Main,,,,,,,,,,,23.56,23.56,10.89,9.77,4.59,1.1,,N,
3322,LIK,III,M5a-010,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.38,2,Main,,,,,,,,,,,10.89,10.89,14.12,11.09,2.58,0.33,,N,
3323,LIK,III,M5a-010,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.34,1.04,Main,,,,,,,,,,,12.7,12.7,6.94,6.94,1.7,0.16,,N,
3324,LIK,III,M5a-010,,,Siltstone,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.34,1.86,Main,,,,,,,,,,,19.6,19.6,14.06,14.06,7.5,3.04,,N,
3325,LIK,III,M5a-010,,,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclined,Radial,Cubic,0%,5,3,2,4,4,9.58,14.29,,13.21,,8.58,1.84,,N,
3326,LIK,III,O5b-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,7,4,4,4,6,25.35,51.8,,26.89,,25.65,72.95,,N,
333,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.63,3.87,Main,,,,,,,,,,,21.91,21.91,27.34,24.29,8.35,5.19,,N,
3327,LIK,III,M6b-016,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclined,Radial,Cubic,0%,5,3,2,4,6,26.91,36.68,,31.4,,19.11,24.69,,N,
3328,LIK,III,N6b-007,,,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,5,3,2,5,3,15.07,25.82,,21.43,,13.09,8.75,,N,
3329,LIK,III,N3/4-008,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,RiceGrain,Cubic,0%,3,2,2,3,3,12.07,13.22,,4.12,,3.5,0.26,,N,
3330,LIK,III,P4c-006/007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Radial,Spherical,0%,4,3,2,3,3,16.62,14.76,,14,,10.19,3.73,,N,
3331,LIK,III,N3a-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,6,3,3,5,7,18.09,26.52,,24.45,,20.27,17.7,,N,
3332,LIK,III,M3a-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclined,Radial,Spherical,0%,6,4,3,4,7,19.61,40.5,,30.82,,24.39,33.18,,N,
3333,LIK,III,N6b-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,4,3,1,4,5,16.36,34.08,,18,58,,9.24,7,,N
3334,LIK,III,N6b-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,6,3,3,6,2,12.42,32.69,,18.13,,15.09,10,,N,
3335,LIK,III,N4b-009,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Cubic,0%,5,3,2,4,5,21.55,23.02,,14.08,,11.44,5.69,,N,
3336,LIK,III,M4c-010,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,3,2,3,1,3,11.42,25.25,,10.4,,4.51,2.25,Potential core on flake,N,
334,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,11.91,3.79,Main,,,,,,,,,,,13.04,13.04,20.32,20.32,4.15,1,,N,
3337,LIK,III,M6a-016,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,6,3,3,3,4,39.11,46.52,,33.01,,16.97,34.08,,N,
3338,LIK,III,M5b-010,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,8,4,4,6,5,20.89,31.32,,23.41,,20.15,18.96,,N,
3339,LIK,III,N4d-009,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,10-40%,4,3,0,4,5,15.15,30.47,,11.43,,8.76,3.67,,N,
3340,LIK,III,M4c-008,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Cubic,0%,4,3,2,5,2,9.52,14.58,,9.49,,7.66,1.28,,N,
3341,LIK,III,M3c-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,FlatBladelet,Cubic,0%,4,2,2,2,6,21.99,22.85,,2.58,,6.09,4.13,,N,
3342,LIK,III,M4c-008,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.84,10.13,Main,,,,,,,,,,,43.28,43.28,29.32,29.32,13.29,26.5,Ut,N,
3343,LIK,III,N5b-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,4,2,2,3,4,28.38,43.24,,33.72,,18.21,37,,N,
3344,LIK,III,M5c-010,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Cubic,0%,5,3,2,5,2,13.99,16.29,,12.28,,7.2,2.3,,N,
3345,LIK,III,M5c-010,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,6,5,3,3,6,27.49,38.03,,27.97,,16.17,25,,N,
3346,LIK,III,N6c-007,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,9,3,2,3,8,35.95,67.26,,46.47,,23.17,126.75,,N,
335,LIK,XIV,P4-056,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.47,1.22,Main,,,,,,,,,,,12.18,12.18,4.51,4.51,1.63,0.09,,N,
3347,LIK,I,L7d-062,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,15.46,10.13,Main,,,,,,,,,,,60.23,60.23,21.5,21.5,8.4,14.34,Ut,N,
3348,LIK,I,J7d-001,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.28,4,Main,,,,,,,,,,,21.97,21.97,11.52,11.41,2.81,0.88,,N,
