"","contrast","ratio","lower.HPD","upper.HPD"
"126","STRAT_mod1.08 Hornfels / (STRAT_mod3.37 Opaline/CCS)",2.74264139862732,2.52179922061009,2.95696221487867
"127","STRAT_mod1.44 Hornfels / STRAT_mod2.15 Hornfels",1.1915458825213,0.943748413311743,1.45087967820905
"128","STRAT_mod1.44 Hornfels / STRAT_mod2.88 Hornfels",3.58257365128714,3.29525168922877,3.83709349747119
"129","STRAT_mod1.44 Hornfels / STRAT_mod3.37 Hornfels",1.41639020998445,1.30070223787738,1.52286299060609
"130","STRAT_mod1.44 Hornfels / (STRAT_mod0.01 Opaline/CCS)",1.45860268931744,1.11079722221947,1.87164362185746
"131","STRAT_mod1.44 Hornfels / (STRAT_mod0.09 Opaline/CCS)",1.98088502874311,1.54804343656494,2.43870954479769
"132","STRAT_mod1.44 Hornfels / (STRAT_mod0.1 Opaline/CCS)",1.74434398838065,1.51527783769943,2.00171497180763
"133","STRAT_mod1.44 Hornfels / (STRAT_mod0.2 Opaline/CCS)",0.860803936000082,0.757348871587633,0.975800309746006
"134","STRAT_mod1.44 Hornfels / (STRAT_mod0.3 Opaline/CCS)",2.13508423205127,1.91119246876145,2.38336666813352
"135","STRAT_mod1.44 Hornfels / (STRAT_mod0.82 Opaline/CCS)",1.14499454019281,1.04119568213957,1.2461408638302
"136","STRAT_mod1.44 Hornfels / (STRAT_mod1.08 Opaline/CCS)",1.69103623649672,1.54971659269964,1.83571847563566
"137","STRAT_mod1.44 Hornfels / (STRAT_mod1.44 Opaline/CCS)",1.80861343186926,1.75303564700069,1.86326894710584
"138","STRAT_mod1.44 Hornfels / (STRAT_mod2.15 Opaline/CCS)",2.15889583321731,1.69029788008609,2.60861020102773
"139","STRAT_mod1.44 Hornfels / (STRAT_mod2.88 Opaline/CCS)",6.47754149270503,5.95633969323947,7.05864360707314
"140","STRAT_mod1.44 Hornfels / (STRAT_mod3.37 Opaline/CCS)",2.5648970002784,2.34049618136807,2.78695765301713
"141","STRAT_mod2.15 Hornfels / STRAT_mod2.88 Hornfels",3.01080868536572,2.43350815346735,3.69635901007697
"142","STRAT_mod2.15 Hornfels / STRAT_mod3.37 Hornfels",1.18845433602199,0.964225034966203,1.4691644239517
"143","STRAT_mod2.15 Hornfels / (STRAT_mod0.01 Opaline/CCS)",1.22772989650216,0.895065912604571,1.67447343983749
"144","STRAT_mod2.15 Hornfels / (STRAT_mod0.09 Opaline/CCS)",1.66719989231408,1.20384598041517,2.22540539647573
"145","STRAT_mod2.15 Hornfels / (STRAT_mod0.1 Opaline/CCS)",1.4696918415835,1.14118473655331,1.85141977681239
"146","STRAT_mod2.15 Hornfels / (STRAT_mod0.2 Opaline/CCS)",0.721874799379577,0.569324277694151,0.898206650217636
"147","STRAT_mod2.15 Hornfels / (STRAT_mod0.3 Opaline/CCS)",1.7942967215705,1.4469918387271,2.25052976823585
"148","STRAT_mod2.15 Hornfels / (STRAT_mod0.82 Opaline/CCS)",0.961142317147359,0.766357258906567,1.17856910843539
"149","STRAT_mod2.15 Hornfels / (STRAT_mod1.08 Opaline/CCS)",1.41893978504759,1.14662606726769,1.74389125497015
"150","STRAT_mod2.15 Hornfels / (STRAT_mod1.44 Opaline/CCS)",1.51664589922714,1.2173657739505,1.87403676774382
"151","STRAT_mod2.15 Hornfels / (STRAT_mod2.15 Opaline/CCS)",1.80861343186926,1.75303564700069,1.86326894710584
"152","STRAT_mod2.15 Hornfels / (STRAT_mod2.88 Opaline/CCS)",5.43192891089525,4.44244590590143,6.75259882121819
"153","STRAT_mod2.15 Hornfels / (STRAT_mod3.37 Opaline/CCS)",2.1517276549007,1.70891303386964,2.63485044373177
"154","STRAT_mod2.88 Hornfels / STRAT_mod3.37 Hornfels",0.395584172882775,0.372514667130254,0.420330194950983
"155","STRAT_mod2.88 Hornfels / (STRAT_mod0.01 Opaline/CCS)",0.407460640003712,0.307404140742797,0.513208028961683
"156","STRAT_mod2.88 Hornfels / (STRAT_mod0.09 Opaline/CCS)",0.551365657689206,0.439848586130588,0.689093311135147
