"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"2785","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",0.0372244313970356,0.0101461520671187,0.0646519556279634
"2786","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod0.82 - STRAT_mod1.44)","Opaline/CCS",-0.0111666956076111,-0.0457765354716448,0.0257432934393398
"2787","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod0.82 - STRAT_mod2.15)","Opaline/CCS",0.00291611413303006,-0.0457541153765422,0.0512172279471912
"2788","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",-0.0238358785666535,-0.0602677299680074,0.0120729048126171
"2789","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",-0.000793669665775765,-0.0346037192144797,0.0354762449291961
"2790","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0597980046681736,-0.102710613748555,-0.0183983135782908
"2791","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",-0.0462472788052737,-0.0988439784356125,0.00734157515045286
"2792","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.0724300092055454,-0.116881088404257,-0.0325369123528163
"2793","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.0498099673546688,-0.0936344761578338,-0.0110920037472271
"2794","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",0.0020228039350183,-0.0465125941306432,0.0504577630789202
"2795","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",-0.0241317841452189,-0.0591200883653755,0.0127215721125493
"2796","(STRAT_mod0.3 - STRAT_mod1.08) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",-0.00131117399839309,-0.0376339912734545,0.033009864174534
