"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"1563","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.1 - STRAT_mod2.88)","Opaline/CCS",-0.178088418902567,-0.39214432211736,0.0284460127884495
"1564","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.1 - STRAT_mod3.37)","Opaline/CCS",-0.112142618648278,-0.320879382772872,0.0961479620046476
"1565","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod0.3)","Opaline/CCS",-0.143899639921744,-0.31679179952385,0.0373488539003439
"1566","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod0.82)","Opaline/CCS",-0.0873578864682102,-0.251796101185108,0.0888078665324956
"1567","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod1.08)","Opaline/CCS",-0.102623387579996,-0.264796857465036,0.0701512426805582
"1568","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod1.44)","Opaline/CCS",-0.101662416228019,-0.269659637848118,0.0703738817730425
"1569","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod2.15)","Opaline/CCS",-0.233685164945109,-0.418245636675363,-0.0360273949127424
"1570","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod2.88)","Opaline/CCS",-0.243213981250439,-0.424207359052963,-0.0796732494102263
"1571","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.2 - STRAT_mod3.37)","Opaline/CCS",-0.178187565429212,-0.339301946845545,-0.00252324588494596
"1572","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod0.82)","Opaline/CCS",0.0338408319648895,-0.139161813404917,0.200232519884358
"1573","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod1.08)","Opaline/CCS",0.0194518943747232,-0.146750389823531,0.191973160318758
"1574","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod1.44)","Opaline/CCS",0.0185307619937648,-0.149148180679082,0.192929862176046
"1575","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod2.15)","Opaline/CCS",-0.113592071022626,-0.300981402353533,0.0829223108887941
"1576","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod2.88)","Opaline/CCS",-0.122231138961958,-0.29156914065607,0.0490120403985976
"1577","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.3 - STRAT_mod3.37)","Opaline/CCS",-0.0581898372004341,-0.222808523698474,0.114434916537784
"1578","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",-0.0385312056510533,-0.205413093987059,0.121010161005032
"1579","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.82 - STRAT_mod1.44)","Opaline/CCS",-0.039114847746343,-0.206216100792848,0.124112450872765
"1580","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.82 - STRAT_mod2.15)","Opaline/CCS",-0.170102372591607,-0.359373461391475,0.0132306404795751
"1581","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",-0.179299380562613,-0.346371707656364,-0.0160143919746988
"1582","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",-0.114248550719006,-0.275676562692164,0.0514478244845717
"1583","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0225638796814088,-0.183302100475394,0.14897259696188
"1584","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",-0.154306622855219,-0.345603310417997,0.0267588211577834
"1585","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.164135604189517,-0.324958997826643,0.0081263028651497
"1586","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.0976419352027101,-0.259477745061648,0.0691375152710614
"1587","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",-0.154945496110295,-0.344763817194303,0.0285903773497151
"1588","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",-0.16467085920048,-0.320713156041452,0.0117091674839258
"1589","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",-0.0996910215526683,-0.259652231724671,0.0685068476758428
"1590","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod2.15 - STRAT_mod2.88)","Opaline/CCS",-0.0319588655165108,-0.221049602655642,0.158151241688595
"1591","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod2.15 - STRAT_mod3.37)","Opaline/CCS",0.0327711004328278,-0.157615721146822,0.216309643529788
"1592","(STRAT_mod0.01 - STRAT_mod0.1) - (STRAT_mod2.88 - STRAT_mod3.37)","Opaline/CCS",0.0421136809492982,-0.123373595804329,0.202834287293419
"1593","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod0.3)","Opaline/CCS",-0.120173731657081,-0.211699047696386,-0.0361513744512661
"1594","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod0.82)","Opaline/CCS",-0.0632057983315798,-0.141716251828961,0.0101108872200878
"1595","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod1.08)","Opaline/CCS",-0.0782403803127563,-0.156022800822616,-0.00585270428855605
"1596","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod1.44)","Opaline/CCS",-0.0790426140608047,-0.155602482978873,-0.000360738365302093
"1597","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod2.15)","Opaline/CCS",-0.211454835098995,-0.328896719356104,-0.0940175758347592
"1598","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.01 - STRAT_mod2.88)","Opaline/CCS",-0.220599973832405,-0.294884391074309,-0.137617895646652
